|           RA |          DEC |  Vmag |         Source | idx | source_x | source_y |     source_RA |       source_DEC | residual_aperture_sum |      instrmag |           alt |
| 259.34708315 |  -7.86917984 |  8.32 | I/239/hip_main | 456 |  585.619 |  461.659 | 259.328077338 |   -7.85511145548 |         2523.94791958 | 6.24747600555 | 33.6888311308 |
| 259.40409024 |   1.74252057 |  6.86 | I/239/hip_main | 167 |  750.269 |  138.643 | 259.395685932 |    1.75368875454 |         9095.82979141 | 7.63938084473 | 42.0150936462 |
| 259.52063420 |   3.14698060 |  6.87 | I/239/hip_main | 185 |  771.197 |   88.767 | 259.510664707 |     3.1404281619 |         8909.83500109 | 7.61694918633 | 43.2448827459 |
| 259.66167858 | -12.60955679 |  8.07 | I/239/hip_main | 311 |  493.442 |  612.481 |  259.66962895 |   -12.6055563857 |          2341.4068803 | 6.16596725804 | 29.6416431347 |
| 259.66839022 | -10.21926338 |  7.81 | I/239/hip_main | 382 |  534.776 |  534.204 | 259.649250572 |   -10.2208257997 |         3553.43464067 |  6.6188958619 |  31.751576663 |
| 259.94370698 |   2.13948284 |  6.43 | I/239/hip_main | 104 |  739.038 |  115.717 | 259.936696826 |    2.14830293816 |         11834.2414812 | 7.92512609986 |  42.637354852 |
| 260.00060781 |  -8.02260932 |  7.93 | I/239/hip_main | 428 |  561.625 |   455.72 | 259.981647706 |   -8.00878539149 |         3342.28440744 | 6.55238353968 | 33.8608176624 |
| 260.01064109 | -16.68214570 |  8.61 | I/239/hip_main | 412 |  411.908 |   742.68 | 260.021377787 |   -16.7041263718 |         1601.02354601 | 5.75326933019 | 26.1201020709 |
| 260.20681480 | -12.84688200 |  4.32 | I/239/hip_main |   5 |  472.145 |  612.506 | 260.191490603 |   -12.8685339708 |         88041.7382543 | 10.1039965537 |  29.636050314 |
| 260.21916423 | -10.69635486 |  6.46 | I/239/hip_main |  98 |  508.748 |  540.912 |  260.19863813 |   -10.7027829336 |         11527.0112804 | 7.89656682793 | 31.5720735932 |
| 260.29839470 | -12.05703683 |  7.68 | I/239/hip_main | 293 |  482.819 |  583.333 | 260.298221943 |   -12.0388688818 |          3742.7770622 | 6.67525993056 | 30.4245808013 |
| 260.67582288 |  -6.33093079 |  8.16 | I/239/hip_main | 476 |   568.12 |  387.936 | 260.666688236 |   -6.30682984643 |         2680.02847228 | 6.31262355238 | 35.6824539514 |
| 260.99114582 |  -9.35825947 |  7.84 | I/239/hip_main | 433 |   506.28 |  483.261 |  260.97977423 |   -9.34954587483 |         3606.55733453 | 6.63500713425 |  33.127185886 |
| 261.01461543 | -23.84430270 |  6.67 | I/239/hip_main |  90 |  256.286 |  969.995 | 260.995611612 |   -23.8271936829 |         8566.14094065 | 7.57423807168 | 20.0333876621 |
| 261.17516721 | -21.44141348 |  5.82 | I/239/hip_main |  63 |   293.28 |  885.306 | 261.156987737 |   -21.4594888382 |         20511.5800891 | 8.52227282527 | 22.2582046305 |
| 261.35303822 | -16.71240925 | 11.30 | I/239/hip_main | 440 |  369.102 |  720.621 | 261.366902737 |   -16.6998567111 |         976.838611223 |  5.2168320763 | 26.6745407755 |
| 261.35969159 |  -8.82852536 |  7.23 | I/239/hip_main | 196 |   503.02 |  458.949 | 261.361069905 |   -8.80570557843 |         5222.50069092 | 7.03697129779 | 33.7825489698 |
| 261.43987888 |   2.11430212 |  7.54 | I/239/hip_main | 278 |  687.305 |  90.9654 | 261.448206988 |     2.1075661488 |         5169.62835802 | 7.02592334003 | 43.3931800056 |
| 261.57224565 | -10.99299713 |  7.78 | I/239/hip_main | 355 |  459.551 |  528.034 | 261.560839179 |    -10.996985193 |         3828.45665048 |  6.6998343674 | 31.9075677589 |
| 261.63152482 |   0.82212088 |  6.86 | I/239/hip_main | 201 |  659.319 |   131.38 | 261.621501052 |   0.845527088872 |         8063.82139307 | 7.50862728239 | 42.3950239892 |
| 261.67745039 | -21.46936003 |  7.24 | I/239/hip_main | 172 |  277.201 |  877.851 | 261.659405747 |   -21.4748041645 |         6279.48223809 | 7.23708462339 | 22.4334887459 |
| 261.75884919 | -12.51233441 |  6.20 | I/239/hip_main |  61 |  427.387 |  575.565 | 261.755265884 |   -12.5304216322 |         15229.5630947 | 8.19899364373 | 30.6091480262 |
| 261.94984299 | -12.18670807 |  8.09 | I/239/hip_main | 347 |    427.2 |  561.428 | 261.936547274 |    -12.193271629 |         2600.27766496 |  6.2798243466 | 30.9897129656 |
| 262.00994813 |  -8.20805870 |  6.37 | I/239/hip_main |  87 |  492.109 |  427.865 | 262.010061435 |   -8.19254637757 |         12994.8985907 |  8.0267072693 | 34.6186229187 |
