|           RA |          DEC |  Vmag |         Source | idx | source_x | source_y |     source_RA |      source_DEC | residual_aperture_sum |      instrmag |           alt |
| 290.24938579 |  19.14538595 |  6.82 | I/239/hip_main | 417 |  604.972 |  82.4763 | 290.235153209 |   19.1331417403 |         8906.98012506 | 7.61660124061 | 68.6127574685 |
| 290.26419038 |   5.11169091 |  7.06 | I/239/hip_main | 300 |  609.588 |  609.856 |  290.27051019 |   5.09467425156 |         8217.80624318 | 7.52916477599 | 54.6235584418 |
| 290.47145858 |  10.92048549 |  7.39 | I/239/hip_main | 614 |  600.399 |  392.969 | 290.455510641 |   10.9290245362 |          6379.7610434 | 7.25428606338 | 60.4571724723 |
| 290.51617810 |  17.75340568 |  7.07 | I/239/hip_main | 444 |  595.789 |  135.407 | 290.506870176 |   17.7624935715 |         7960.24111023 | 7.49459058857 | 67.2732980132 |
| 290.64155415 |  -3.71813038 |  7.07 | I/239/hip_main | 289 |   599.25 |  943.394 | 290.641653839 |  -3.72752295373 |         6169.33202246 | 7.21787039209 | 45.8348903148 |
| 290.70144198 |   9.91288991 |  6.34 | I/239/hip_main | 138 |  592.098 |  430.229 | 290.692797586 |   9.93100364165 |         17078.5756056 | 8.32340414916 | 59.4769616544 |
| 290.82417914 |   9.51159495 |  7.86 | I/239/hip_main | 706 |  587.406 |   445.84 | 290.824987105 |   9.51264143234 |         3475.60091089 | 6.59484978845 | 59.0672649357 |
| 290.91135703 |   8.66002235 |  7.05 | I/239/hip_main | 308 |  585.006 |  477.762 | 290.898806273 |   8.65440393629 |         6949.74313051 | 7.34719691484 | 58.2145393714 |
| 290.94553232 |  20.26435487 |  6.40 | I/239/hip_main | 181 |  579.678 |  39.5449 |  290.92920977 |    20.250964862 |         14049.5959412 | 8.11143461839 | 69.7870143248 |
| 290.96037550 |  16.01413721 |  7.62 | I/239/hip_main | 632 |  580.128 |  201.468 | 290.959849851 |   16.0359047022 |         3726.06947204 | 6.67040240251 | 65.5860403852 |
| 291.01567590 |  11.44108169 |  7.42 | I/239/hip_main | 481 |  579.931 |  373.573 | 291.010177625 |    11.455737775 |         6879.54724159 | 7.33617467573 | 61.0177289304 |
| 291.25629973 |  -4.88455503 |  6.50 | I/239/hip_main | 162 |  575.995 |  988.663 |  291.26649939 |  -4.89201710808 |         12418.7448902 | 7.97746929692 | 44.6964904352 |
| 291.36893140 |  19.79853912 |  5.14 | I/239/hip_main |  46 |   564.01 |   57.638 |  291.37217393 |   19.7919796331 |         45204.3878684 | 9.38022651416 | 69.3600713334 |
| 291.52083970 |   7.19858976 |  8.31 | I/239/hip_main | 692 |  562.854 |  532.087 | 291.513754068 |   7.19685129647 |         2697.39689842 | 6.31963716702 | 56.7869963972 |
| 291.55518356 |  20.09782036 |  5.60 | I/239/hip_main | 100 |  557.047 |  46.1598 |  291.56430851 |   20.0896186691 |         22093.8177785 | 8.60295195199 | 69.6682958655 |
| 291.86068417 |  18.29590039 |  6.84 | I/239/hip_main | 337 |  546.965 |   115.28 | 291.860920178 |   18.3047261278 |         8811.93307541 | 7.60495300783 |  67.899884752 |
| 291.92117107 |   4.70969574 |  6.73 | I/239/hip_main | 226 |  548.702 |  625.578 | 291.916162989 |   4.68429544637 |         10328.8407471 | 7.77740398604 | 54.2886460283 |
| 291.96717862 |  -4.81777005 |  7.38 | I/239/hip_main | 263 |  548.944 |  986.004 | 291.979029804 |   -4.8219477617 |          6254.8786274 | 7.23282224966 | 44.7860841298 |
| 291.97526054 |  20.24740333 |  6.88 | I/239/hip_main | 346 |  542.063 |  40.9979 | 291.982803556 |   20.2265923819 |         9710.65319447 | 7.71039614262 | 69.8249935109 |
| 292.02618892 |  17.84677401 |  6.89 | I/239/hip_main | 407 |  541.161 |   132.34 | 292.026036156 |   17.8615469815 |         8482.64860082 | 7.56360372364 | 67.4633648713 |
| 292.11620717 |   9.62965607 |  8.19 | I/239/hip_main | 672 |  540.288 |  441.433 |  292.10916599 |   9.64221255431 |         3561.71600161 |  6.6214232511 | 59.2500957705 |
| 292.14959739 |   8.86360870 |  7.45 | I/239/hip_main | 473 |  539.133 |  470.034 | 292.145952476 |   8.87258142496 |         4681.48800462 | 6.91823481984 | 58.4815706013 |
| 292.33706776 |  20.27977762 |  6.34 | I/239/hip_main | 163 |  529.231 |  39.6147 | 292.342020379 |   20.2650712916 |         15327.0611455 | 8.20592225745 | 69.8755456012 |
| 292.60528066 |  17.69523606 |  7.25 | I/239/hip_main | 578 |  520.241 |  138.094 | 292.609505969 |   17.7154291537 |         5634.25357401 | 7.11936600466 | 67.3321923745 |
| 292.63227010 |  12.81701919 |  6.91 | I/239/hip_main | 326 |    520.2 |   322.33 |  292.63931267 |   12.8410846679 |           8624.329179 |   7.581588344 | 62.4586203334 |
| 292.63797828 |   3.44440006 |  6.09 | I/239/hip_main |  75 |  522.177 |  672.811 | 292.638817895 |   3.42108666637 |         22257.9951633 | 8.61099014178 | 53.0388303464 |
| 292.70702308 |  18.25067910 |  7.47 | I/239/hip_main | 644 |  516.527 |  116.898 | 292.709720104 |    18.268861617 |         5294.58012796 | 7.05185384573 | 67.8870207441 |
| 292.81576619 |  -2.11020565 |  7.09 | I/239/hip_main | 306 |  516.814 |  882.003 | 292.812242485 |  -2.12340370596 |         6733.52377034 | 7.31288102648 | 47.4955824646 |
| 292.89395522 |  17.95816594 |  7.55 | I/239/hip_main | 676 |   509.57 |  128.898 | 292.905329485 |    17.957001538 |         4140.71725457 | 6.78496397271 | 67.5770263091 |
| 292.92961304 |  13.61929307 |  7.61 | I/239/hip_main | 543 |  509.344 |  292.366 | 292.933907548 |   13.6422554741 |         4610.08316307 | 6.90154693219 | 63.2623420048 |
| 293.00283757 |   7.48791631 |  6.80 | I/239/hip_main | 235 |  507.698 |  522.243 | 293.009178911 |   7.47087081681 |         9464.76847784 | 7.68255001989 | 57.0909857428 |
| 293.00754664 |  20.92943864 |  7.00 | I/239/hip_main | 451 |  505.183 |  14.6484 | 293.012537421 |   20.9079303019 |         8459.96618521 |  7.5606966004 | 70.5285161899 |
| 293.05285182 |   9.33428559 |  7.04 | I/239/hip_main | 414 |  505.303 |  452.451 | 293.065516351 |   9.35081026391 |         6065.59052465 | 7.19945775415 | 58.9710794325 |
| 293.06643494 |  -1.43540587 |  8.58 | I/239/hip_main | 594 |  506.751 |  856.638 | 293.076330956 |  -1.45759829551 |         1931.91841739 | 5.95724698934 | 48.1621955521 |
| 293.32104699 |  20.41401959 |  7.31 | I/239/hip_main | 561 |  494.185 |  34.6406 | 293.323434149 |    20.397070511 |         6166.33517624 | 7.21734285119 | 70.0167855169 |
| 293.43110967 |  -4.74190237 |  7.73 | I/239/hip_main | 378 |  494.295 |  983.305 | 293.420149087 |  -4.74657595472 |         5135.26621563 |  7.0186824391 | 44.8720654522 |
| 293.44180953 |   5.46576513 |  6.35 | I/239/hip_main | 146 |  491.572 |  597.575 |  293.45462816 |   5.44445450099 |         12422.2023139 | 7.97777152775 |  55.063057465 |
| 293.52178228 |   7.37931918 |  4.45 | I/239/hip_main |  15 |  488.317 |  525.945 | 293.535852791 |   7.37307140861 |         81250.7284772 | 10.0168431912 | 56.9908943297 |
| 293.58185399 |   0.35424081 |  8.19 | I/239/hip_main | 635 |  487.225 |  788.921 | 293.589459739 |   0.33082954035 |         2500.69280685 | 6.23742589471 | 49.9481695157 |
| 293.64536654 |  19.77339742 |  5.00 | I/239/hip_main |  38 |  482.737 |  59.2403 |  293.64650319 |    19.764979501 |         49809.3065959 | 9.48555127223 | 69.3801924017 |
| 293.65596505 |  18.12806271 |  7.31 | I/239/hip_main | 596 |  482.569 |  122.476 | 293.656865101 |   18.1261395272 |         5608.96099653 |  7.1144810826 | 67.7414380272 |
| 293.66026486 |  10.95271441 |  7.06 | I/239/hip_main | 370 |   482.89 |  392.516 | 293.671726603 |   10.9641873745 |         6810.03542455 | 7.32514846012 | 60.5800786369 |
| 293.73242279 |   6.23392191 |  8.34 | I/239/hip_main | 334 |  481.741 |  568.934 | 293.717939566 |   6.21599105423 |         6305.33378733 | 7.24154523725 | 55.8315431227 |
| 293.78168777 |  19.00499804 |  6.82 | I/239/hip_main | 390 |  477.767 |  88.6624 | 293.787951566 |   19.0047413721 |          9060.0196228 | 7.63509787828 | 68.6170428332 |
| 293.92353469 |  17.10858559 |  7.80 | I/239/hip_main | 616 |  472.398 |  161.774 | 293.943000567 |   17.0987062669 |         4180.77771998 | 6.79541772744 | 66.7076569336 |
| 294.05255778 |   6.00744919 |  6.62 | I/239/hip_main | 173 |  468.952 |  577.151 | 294.064614171 |   5.99578106099 |         11896.1390135 | 7.93079010886 |  55.604870283 |
| 294.09576188 |  15.89218485 |  7.12 | I/239/hip_main | 470 |  466.741 |  206.821 | 294.102891742 |   15.9134995766 |         7227.34211452 |  7.3897215651 | 65.5182815233 |
| 294.15720106 |  20.33294892 |  7.01 | I/239/hip_main | 534 |  464.116 |  37.9627 | 294.166262653 |    20.311244062 |         6577.76257959 | 7.28747051709 | 69.9109884757 |
| 294.21852927 |  11.27319815 |  5.98 | I/239/hip_main | 101 |  462.449 |  380.169 | 294.230678691 |   11.2961165214 |         16755.3503949 | 8.30265881855 | 60.8991147272 |
| 294.23624211 |  19.46496940 |  8.78 | I/239/hip_main | 624 |  461.625 |  71.1432 | 294.237739951 |   19.4569959236 |         4781.04332929 | 6.94108173154 | 69.0546412642 |
| 294.32243004 |  16.46276921 |  5.67 | I/239/hip_main |  91 |  458.395 |  185.065 |  294.33312279 |   16.4862949284 |         29767.6376049 | 8.92663595724 | 66.0826398788 |
| 294.34770465 |  18.97654009 |  6.67 | I/239/hip_main | 262 |  457.854 |  89.4195 | 294.343924889 |     18.98394659 |         10187.7950986 | 7.76247553667 | 68.5776165329 |
| 294.43212862 |  -5.06175154 |  7.47 | I/239/hip_main | 360 |  455.865 |  996.502 | 294.434134723 |  -5.07887628674 |         5841.72875215 | 7.15862850151 | 44.5240583586 |
| 294.44690167 |  -4.64750966 |  5.45 | I/239/hip_main |  72 |  455.031 |  979.842 | 294.455527463 |  -4.65144310794 |          33905.594471 | 9.06795344082 | 44.9508362624 |
| 294.55026268 |  16.80720036 |  8.57 | I/239/hip_main | 767 |  449.624 |  172.993 | 294.576020204 |   16.8028023699 |         2074.00942068 | 6.03430184436 |  66.388378334 |
| 294.57414264 |  20.78347323 |  6.50 | I/239/hip_main | 279 |   449.55 |  20.4368 | 294.573664953 |   20.7582782041 |         12671.3276103 |  7.9993303313 | 70.3384017973 |
| 294.79429569 |   2.33224750 |  9.12 | I/239/hip_main | 719 |  441.302 |  714.386 | 294.814113304 |   2.31781727089 |         2436.50583576 |  6.2091936723 |  51.905900938 |
| 294.79850093 |   5.39778241 |  5.18 | I/239/hip_main |  32 |  441.128 |  600.154 | 294.817360483 |    5.3785438496 |          41362.690484 |   9.283796983 |   54.96436683 |
| 294.85556676 |  16.57113626 |  6.37 | I/239/hip_main | 154 |  439.204 |  180.936 | 294.865233884 |   16.5928282526 |         14448.1179765 | 8.14180323059 | 66.1638008177 |
| 294.88556138 |  19.16961097 |  7.68 | I/239/hip_main | 718 |  438.521 |  81.9967 | 294.883331327 |   19.1733369775 |         4128.95099498 | 6.78187435357 | 68.7383835906 |
| 294.99690346 |   7.56714954 |  7.27 | I/239/hip_main | 432 |  433.639 |  519.341 | 295.019496912 |   7.55301749798 |         5702.86455442 | 7.13250767507 | 57.1281345419 |
| 295.02409394 |  18.01393839 |  4.39 | I/239/hip_main |  13 |  433.263 |  126.221 | 295.030031061 |    18.024084095 |         88221.1232696 | 10.1062064903 | 67.5823854226 |
| 295.08873933 |  -5.44749401 |  6.59 | I/239/hip_main | 189 |  430.758 |   1010.9 | 295.095176326 |  -5.44198018768 |         10467.5154017 | 7.79188405396 | 44.1406788098 |
| 295.11801947 |  20.47708907 |  6.52 | I/239/hip_main | 288 |  430.362 |   32.161 | 295.111328081 |   20.4544604224 |         12099.7534934 | 7.94921633899 | 70.0007906047 |
| 295.26222378 |  17.47612356 |  4.39 | I/239/hip_main |  20 |  424.669 |  146.544 | 295.268756467 |   17.4918568055 |         91015.9397045 | 10.1400686759 | 67.0353681828 |
| 295.27776715 |  10.68018984 |  8.05 | I/239/hip_main | 756 |  423.592 |   402.92 | 295.294036026 |   10.6837938613 |         3294.64455317 | 6.53679645016 | 60.2403031355 |
| 295.58046891 |  18.46563124 |  6.92 | I/239/hip_main | 316 |  413.152 |  109.414 | 295.589984518 |    18.456753988 |         8744.87264395 | 7.59665875504 | 67.9722803504 |
| 295.69108839 |   8.38263150 |  6.89 | I/239/hip_main | 272 |  408.081 |  488.373 | 295.713810131 |   8.38546192026 |         10907.4958088 | 7.83658766948 |  57.920553206 |
| 295.87535460 |   6.48149390 |  8.15 | I/239/hip_main | 553 |  401.701 |  559.798 | 295.883066821 |   6.46369591797 |         4668.79003548 | 6.91528589079 | 55.9918286191 |
| 296.00747899 |   9.51762405 |  6.57 | I/239/hip_main | 210 |  396.644 |  445.877 | 296.026994315 |   9.52710574359 |         10933.0065481 | 7.83912405306 | 59.0375316817 |
| 296.02068316 |  -2.00614574 |  8.44 | I/239/hip_main | 531 |   396.28 |  878.604 | 296.009399165 |   -2.0169767149 |         4484.34374863 | 6.87152227293 | 47.5191072532 |
| 296.13141516 |  18.58864183 |  6.78 | I/239/hip_main | 297 |  393.385 |  103.429 | 296.140310113 |   18.6058104354 |         9026.46549075 | 7.63106934785 | 68.0692338364 |
| 296.14246074 |  13.30280916 |  6.25 | I/239/hip_main | 117 |  391.799 |  304.783 | 296.169235725 |   13.3043317083 |          25367.688449 | 8.75297727078 | 62.7905730928 |
| 296.34451239 |  -1.49902321 |  7.18 | I/239/hip_main | 333 |  383.297 |  859.825 | 296.354574197 |  -1.52353341506 |         6251.21068587 | 7.23218537319 | 47.9905860571 |
| 296.46764026 |  -2.88344929 |  6.47 | I/239/hip_main | 198 |  378.443 |  912.908 | 296.478302636 |  -2.90724773461 |         10165.5124136 | 7.76009822011 | 46.6016980838 |
| 296.55649835 |   5.98813926 |  8.45 | I/239/hip_main | 738 |  376.178 |   578.25 | 296.570410326 |   5.96661977658 |         1594.31548771 | 5.74871069501 | 55.4455884301 |
| 296.84693842 |  18.53425912 |  3.68 | I/239/hip_main |   7 |  367.815 |  105.693 | 296.850741749 |   18.5365841042 |         146836.348382 | 10.6593589717 |   67.91924396 |
| 296.96599542 |  15.95826839 |  8.39 | I/239/hip_main | 381 |  363.942 |  204.912 | 296.945748943 |   15.9415825769 |          5466.5309348 | 7.08655455776 | 65.3337998905 |
| 297.24194757 |  16.62773092 |  7.56 | I/239/hip_main | 479 |  353.482 |  178.451 | 297.237962717 |   16.6323454629 |         6887.67669828 | 7.33745691629 | 65.9826512831 |
| 297.24437005 |  19.14197806 |  5.01 | I/239/hip_main |  31 |  353.784 |  82.4039 | 297.243552255 |   19.1321546011 |         49972.1920705 | 9.48909603387 | 68.4562553218 |
| 297.45554043 |  -3.92231330 |  8.26 | I/239/hip_main | 431 |  341.475 |  953.395 | 297.446822467 |  -3.94575773904 |         1963.76967469 | 5.97500140551 | 45.4944345278 |
| 297.56302289 |  17.71002610 |  6.81 | I/239/hip_main | 223 |  341.706 |  136.874 | 297.569828568 |   17.7130959955 |         9755.46917513 | 7.71539543501 | 67.0066648798 |
| 297.70272598 |  -4.69407670 |  6.75 | I/239/hip_main | 115 |  331.207 |  981.846 | 297.711654729 |  -4.67346180423 |         10662.7760106 | 7.81195074808 | 44.7470017429 |
| 297.79625917 |  -2.46088946 |  6.12 | I/239/hip_main |  71 |    328.0 |  896.935 | 297.810324769 |  -2.48155681205 |         16527.0435253 | 8.28776295963 | 46.9215372859 |
| 297.99761113 |  17.83858134 |  8.17 | I/239/hip_main | 447 |  326.311 |  132.186 |  297.99630447 |   17.8263556928 |         5760.88191254 | 7.14349746522 | 67.0536412603 |
| 298.03941270 |  15.32323400 |  7.77 | I/239/hip_main | 520 |  323.782 |  227.179 | 298.047413089 |   15.3366365567 |         3642.90105527 | 6.64589347138 | 64.5880869556 |
| 298.09068778 |  18.67190024 |  6.24 | I/239/hip_main |  86 |  322.586 |  99.1297 | 298.105851799 |    18.681421769 |         16446.8665002 | 8.28248295065 | 67.8781292567 |
| 298.32801307 |  -3.11449682 |  5.63 | I/239/hip_main |  26 |  307.746 |  921.821 | 298.338054321 |  -3.12205372681 |         27995.9698576 | 8.86001382564 | 46.2332761867 |
| 298.42522712 |  14.32716048 |  7.86 | I/239/hip_main | 802 |  309.007 |  264.602 | 298.444509569 |   14.3405589163 |         2601.12123487 | 6.28017651894 | 63.5441935718 |
| 298.50820907 |  15.29211542 |  7.02 | I/239/hip_main | 330 |  306.276 |  227.907 | 298.527527795 |   15.3079809848 |         7955.33762972 | 7.49392157281 | 64.4855134853 |
| 298.77451801 |   3.99563848 |  8.55 | I/239/hip_main | 723 |  292.629 |  651.737 | 298.797758439 |   3.99296130337 |         2026.28441574 | 6.00902604317 | 53.2510726938 |
| 298.80013452 |  -0.84254237 |  8.32 | I/239/hip_main | 530 |  291.119 |  834.959 | 298.794429857 |  -0.85690744022 |         2680.99281316 | 6.31301415699 | 48.4365117476 |
| 298.99971516 |  15.04703705 |  7.08 | I/239/hip_main | 393 |  288.373 |  237.117 | 299.015495842 |   15.0546781476 |         6614.03973078 | 7.29344203104 | 64.1541488637 |
| 299.00526400 |  16.63481590 |  5.71 | I/239/hip_main |  60 |  288.985 |  176.609 | 299.014362631 |   16.6435854403 |          29811.866264 | 8.92824794331 | 65.7156895651 |
| 299.43932749 |  16.78911537 |  5.54 | I/239/hip_main |  42 |  273.357 |  170.463 | 299.444877346 |   16.7928758449 |         30469.0382775 | 8.95192189852 | 65.7802636586 |
| 299.59497533 |  -2.23187235 |  7.08 | I/239/hip_main | 224 |  259.691 |  888.374 | 299.605927574 |  -2.24349329962 |         7699.66838072 | 7.45845508457 | 46.9623113158 |
| 299.63556434 |  -3.55371767 |  6.79 | I/239/hip_main | 161 |  257.948 |  938.936 |  299.63710197 |  -3.54956059179 |         8885.64505357 | 7.61399743477 | 45.6625973102 |
| 299.92298332 |  -1.97032891 |  6.71 | I/239/hip_main | 143 |  247.407 |  878.258 | 299.930347509 |  -1.97797735895 |         10884.5245724 | 7.83429869288 | 47.1834346481 |
| 300.01378061 |  17.51654077 |  5.33 | I/239/hip_main |  33 |  252.953 |  141.556 | 300.013093036 |   17.5289001681 |         34918.2353461 | 9.09990575192 | 66.3808014748 |
| 300.20252662 |  -4.31148730 |  7.54 | I/239/hip_main | 287 |  236.094 |  967.984 | 300.197340024 |  -4.28707667916 |         5202.79578337 | 7.03286698151 | 44.8593112429 |
| 300.26582016 |   9.51426173 |  8.50 | I/239/hip_main | 795 |  240.293 |  445.472 | 300.256627609 |   9.49366461937 |         2832.44566158 |      6.372679 | 58.4654148123 |
| 300.28389205 |  14.52319184 |  7.15 | I/239/hip_main | 339 |  241.112 |  255.778 | 300.298322129 |   14.5308986886 |         7607.19718604 | 7.44533671687 | 63.3962702649 |
| 300.40408956 |  -1.67122245 |  8.86 | I/239/hip_main | 548 |  229.046 |  866.686 |  300.41399566 |   -1.6731514562 |         2522.98043982 | 6.24705974134 |  47.418415767 |
| 300.41318920 |  -0.19902651 |  7.22 | I/239/hip_main | 269 |  229.186 |  810.863 | 300.429039566 | -0.216421077741 |         6740.35185465 |  7.3139814521 | 48.8574815618 |
| 300.45277464 |  16.51261128 |  7.54 | I/239/hip_main | 538 |  236.072 |  179.889 | 300.461769673 |   16.5166211749 |         4923.59580743 | 6.97298101552 | 65.2966815997 |
| 300.58284518 |  13.90946678 |  6.66 | I/239/hip_main | 265 |  229.615 |  278.862 | 300.602182854 |   13.9137684226 |         10628.4594386 | 7.80845083123 | 62.7301725385 |
| 300.64271983 |  15.59348989 |  7.15 | I/239/hip_main | 420 |  228.515 |  215.315 | 300.654977504 |   15.5840067854 |         5329.13757261 | 7.05891736195 | 64.3464370505 |
| 300.65786912 |  -3.34235717 |  8.25 | I/239/hip_main | 512 |  218.897 |   931.08 | 300.656500372 |  -3.33512200528 |         2440.36211594 | 6.21091071854 | 45.7388181437 |
| 300.69179680 |  14.58268612 |  6.67 | I/239/hip_main | 240 |  226.087 |  252.948 | 300.707206425 |   14.5939258976 |         10735.1568769 | 7.81929602084 | 63.3709761783 |
| 300.87505300 |  16.03127337 |  5.73 | I/239/hip_main |  68 |  220.476 |  197.834 | 300.880095535 |   16.0343722081 |         26606.2367809 | 8.80473366188 | 64.7327505187 |
| 300.95673265 |  14.98299611 |  6.83 | I/239/hip_main | 294 |  216.788 |  237.308 | 300.965259142 |   14.9973846602 |         8786.36569387 | 7.60179821978 | 63.7061171779 |
| 301.02693796 |  17.07116105 |  5.80 | I/239/hip_main |  51 |  216.204 |  157.938 |  301.01167145 |   17.0696605833 |         31345.1638959 | 8.98270139501 | 65.7042889214 |
| 301.05880990 |  17.73487414 |  6.87 | I/239/hip_main | 366 |  215.147 |  132.784 | 301.050286128 |   17.7206238325 |         8587.89252827 | 7.57699153475 | 66.3235461063 |
| 301.09647111 |  -0.70902114 |  5.67 | I/239/hip_main |  52 |  202.946 |  830.207 | 301.108356042 | -0.718128335764 |         26656.6906955 | 8.80679061447 | 48.2573066268 |
| 301.19419632 |   1.15609918 |  7.69 | I/239/hip_main | 413 |  199.861 |  759.122 | 301.216105686 |   1.14453941718 |         4498.88003725 | 6.87503606464 | 50.0773258141 |
| 301.27289760 |  13.76418008 |  7.19 | I/239/hip_main | 383 |  204.478 |  283.898 | 301.280064267 |   13.7616125565 |         7863.31995867 | 7.48128990122 | 62.4332594685 |
| 301.33474284 |   0.45451197 |  6.93 | I/239/hip_main | 233 |  194.307 |  785.777 | 301.351064527 |  0.444938366289 |         8172.46502418 | 7.52315770902 | 49.3649750977 |
| 301.36052502 |  15.50036919 |  6.37 | I/239/hip_main | 160 |  202.006 |  217.881 | 301.373639616 |   15.4934580303 |         13678.7994578 | 8.08239498875 | 64.0914286991 |
| 301.55184965 |  -1.71873028 |  8.03 | I/239/hip_main | 485 |  185.473 |  868.833 | 301.548180205 |  -1.71889838284 |           3522.687123 | 6.60946021215 |  47.198430765 |
| 301.75772544 |  13.32430121 |  7.14 | I/239/hip_main | 438 |  185.839 |  299.513 | 301.775778226 |    13.334814407 |         6214.80112447 | 7.22584312163 | 61.9035116734 |
| 301.78893287 |  15.26709290 |  7.88 | I/239/hip_main | 740 |  186.073 |  226.432 | 301.801131998 |   15.2547686396 |         3831.29230997 | 6.70063825231 | 63.7551676186 |
| 301.82459020 |  11.05392828 |  7.12 | I/239/hip_main | 313 |  181.765 |  385.179 | 301.847973104 |   11.0657689502 |         7329.61640022 | 7.40497814797 | 59.6822341352 |
| 302.00731244 |  -0.67802026 |  5.97 | I/239/hip_main |  61 |  168.172 |  829.073 | 302.014083983 | -0.682747418012 |         20957.1196143 | 8.54560401294 |  48.139768192 |
| 302.11253796 |  15.67519064 |  7.90 | I/239/hip_main | 792 |  175.204 |  209.497 | 302.102246406 |   15.6864550565 |         3110.98387106 | 6.47451943129 | 64.0937380072 |
| 302.13774738 |  10.05385605 |  7.44 | I/239/hip_main | 439 |  169.481 |    422.9 | 302.158997266 |   10.0568169462 |         5982.11008218 | 7.18441103405 | 58.6299702176 |
| 302.20698281 |  12.22841032 |  7.18 | I/239/hip_main | 411 |  168.632 |  340.213 | 302.219267488 |   12.2466234784 |         7104.54491706 | 7.37111569337 | 60.7423849253 |
| 302.25297283 |  13.01588865 |  7.94 | I/239/hip_main | 788 |  167.448 |  311.087 |  302.26437619 |   13.0142987723 |         3448.95854348 | 6.58649496796 | 61.4745229891 |
| 302.34670319 |  -2.95379332 |  8.53 | I/239/hip_main | 619 |  153.743 |  916.275 | 302.349015444 |   -2.9332304129 |         1716.38390382 | 5.82881111523 | 45.8654520621 |
| 302.34695851 |  -1.27403326 |  7.85 | I/239/hip_main | 521 |  155.065 |  851.805 | 302.343879621 |  -1.27067221139 |         3264.44113569 | 6.52679713708 |  47.502260836 |
| 302.60740588 |   5.58409233 |  7.88 | I/239/hip_main | 702 |  149.151 |  591.318 | 302.618627713 |    5.5743682354 |         4002.66371681 | 6.74814779365 | 54.1585374515 |
| 302.62971571 |  14.56106152 |  7.74 | I/239/hip_main | 668 |  155.394 |  251.836 | 302.615773865 |   14.5598224474 |         4361.63771615 | 6.84139900657 | 62.8742306451 |
| 302.81413580 |  16.85299073 |  7.57 | I/239/hip_main | 721 |  150.072 |  163.386 | 302.802557776 |   16.8567921796 |         3791.64439926 |  6.6893440328 | 65.0203500762 |
| 302.82098107 |  -0.13980281 |  7.94 | I/239/hip_main | 170 |  137.076 |  807.954 | 302.829904888 | -0.128277379521 |          9765.3961221 | 7.71649969412 | 48.5330458748 |
| 302.82610327 |  -0.82147569 |  3.24 | I/239/hip_main |   2 |  136.901 |  834.508 | 302.821674886 | -0.818446999738 |          231638.03159 | 11.1542996969 | 47.8574452697 |
| 302.82851414 |  -0.12639686 |  7.10 | I/239/hip_main | 170 |  137.076 |  807.954 | 302.829904888 | -0.128277379521 |          9765.3961221 | 7.71649969412 | 48.5330458748 |
| 302.86116024 |   6.07186269 |  7.41 | I/239/hip_main | 466 |  139.422 |  573.027 | 302.882978221 |   6.05600461857 |          5676.3552952 | 7.12744896016 | 54.5707666712 |
| 302.90901277 |  14.64890624 |  7.57 | I/239/hip_main | 757 |  144.335 |  247.947 | 302.914393965 |   14.6502963135 |         3605.88689911 | 6.63480528423 | 62.8799392271 |
| 303.00829858 |   7.68445606 |  7.18 | I/239/hip_main | 394 |  135.094 |  511.775 | 303.027244148 |   7.67843638752 |         6499.40203154 | 7.27445853707 | 56.1170585842 |
| 303.01602283 |  15.35781342 |  7.91 | I/239/hip_main | 763 |  141.023 |  221.067 | 303.016883083 |   15.3484091663 |         3047.27262759 |   6.452053309 | 63.5194430248 |
| 303.04674760 |   2.30722107 |  7.93 | I/239/hip_main | 611 |  129.833 |  715.294 | 303.063122343 |   2.29639768053 |         3345.93133012 | 6.55356759132 | 50.8609802658 |
| 303.14634666 |   0.86710230 |  6.25 | I/239/hip_main |  96 |  125.343 |  769.848 | 303.152341957 |  0.866731854252 |         16906.2439611 | 8.31239286166 | 49.4437235743 |
| 303.26319358 |  11.85100225 |  6.51 | I/239/hip_main | 222 |  128.832 |  353.831 | 303.273781698 |    11.854328056 |         11549.5107903 | 7.89868400487 | 60.0965944671 |
| 303.26843803 |  -0.33079848 |  6.47 | I/239/hip_main | 152 |   120.02 |  815.706 | 303.266778764 | -0.327518645913 |          11426.939395 | 7.88709984257 | 48.2511154499 |
| 303.30778095 |  -1.00926621 |  5.44 | I/239/hip_main |  35 |  118.184 |  841.652 | 303.300935099 | -0.999999878072 |         28164.8220622 | 8.86654256208 | 47.5854825486 |
| 303.34433094 |   5.30945774 |  7.67 | I/239/hip_main | 673 |  120.631 |  601.005 | 303.361099032 |   5.30873954957 |         4361.57584584 | 6.84138360518 |  53.735132047 |
| 303.35749909 |  14.41036503 |  7.44 | I/239/hip_main | 529 |  127.556 |  257.022 | 303.358763709 |   14.3953203246 |         4660.81515011 | 6.91342972995 | 62.5112975477 |
| 303.50161354 |  16.85809029 |  8.19 | I/239/hip_main | 808 |  124.999 |   162.22 | 303.478082124 |   16.8559781528 |          3129.8677242 | 6.48108999151 | 64.8168768151 |
| 303.53856223 |   6.57735961 |  8.01 | I/239/hip_main | 367 |   114.18 |  553.087 | 303.555033622 |    6.5740254984 |         6583.03941285 |  7.2883411706 | 54.9196519331 |
| 303.54103840 |   6.58912020 |  7.71 | I/239/hip_main | 367 |   114.18 |  553.087 | 303.555033622 |    6.5740254984 |         6583.03941285 |  7.2883411706 | 54.9196519331 |
