|           RA |          DEC |  Vmag |         Source | idx | source_x | source_y | source_peak |      source_RA |    source_DEC |    source_fwhm | residual_aperture_sum | residual_aperture_sum_err |      instrmag |     instrmag_err |           alt |
|   0.66015960 |  66.10037725 |  7.20 | I/239/hip_main |  84 |  722.083 |  45.1646 |     13237.4 | 0.716684540569 | 66.1070952392 |  1.15095955648 |         27427.6306772 |             368.441351448 | 8.83774576478 |  0.0145750418994 | 44.7926516792 |
|   1.17432297 |  67.16638761 |  5.68 | I/239/hip_main |  32 |  682.066 |  56.2476 |     13411.6 |  1.20974623508 |  67.167499088 |  1.09805497873 |         27755.0579646 |             369.061627397 | 8.85063037918 |  0.0144273474852 | 44.6052355721 |
|   7.85500767 |  66.51962673 |  6.18 | I/239/hip_main | 109 |  707.985 |  156.093 |     9956.09 |  7.83693729538 | 66.5103093526 |  1.14044353637 |         16544.1748803 |             354.523700137 |  8.2888878129 |  0.0232503716524 | 41.9654478779 |
|   8.24994391 |  62.93178781 |  4.17 | I/239/hip_main |   9 |  843.961 |  168.091 |     63164.1 |  8.28720284213 |  62.935849925 |  1.11120819244 |         99796.2184627 |             460.201215202 | 10.2400602452 | 0.00500337914788 | 41.2486072465 |
|  10.51431560 |  66.14761311 |  5.83 | I/239/hip_main |  98 |  719.751 |  197.197 |     12389.8 |   10.472407387 | 66.1289709594 |  1.03660696047 |         24392.4074712 |             365.664602319 | 8.71041169811 |  0.0162651470128 | 40.8642832203 |
|  10.70678766 |  58.79692772 |  9.74 | I/239/hip_main | 115 |   1000.8 |  223.064 |     9289.15 |  10.7190779956 | 58.7890186605 |  1.04708828452 |         16439.8645129 |             355.402923812 | 8.28202061761 |  0.0234559215518 | 39.1680176424 |
|  12.68155194 |  64.24758084 |  5.35 | I/239/hip_main |  89 |  787.725 |  238.792 |     12748.4 |  12.6701825733 | 64.2280743378 |  1.16008443955 |         33577.8413153 |             380.285385223 | 9.05740696341 |  0.0122881527461 | 39.5949204757 |
|  12.81827283 |  61.80549823 |  6.04 | I/239/hip_main | 121 |  879.519 |  252.077 |      7528.5 |  12.8390758188 | 61.7984630467 |  1.13120790417 |         16777.1778471 |             356.093020093 | 8.30407230329 |   0.023028958167 |   38.94175153 |
|  13.26783051 |  61.12355735 |  4.80 | I/239/hip_main |  28 |  904.008 |  263.268 |     33224.4 |   13.289838236 |  61.127278413 |  1.05425947018 |         63733.9302506 |             417.538049486 | 9.75320178437 | 0.00710812563907 | 38.5575244214 |
|  14.17708808 |  60.71674966 |  2.15 | I/239/hip_main |  18 |  916.953 |  282.363 |     63150.2 |  14.2178102017 | 60.7202564729 |  1.70651924682 |         290974.903443 |              634.93006876 | 11.4019138644 | 0.00236755512744 | 38.0109921726 |
