|           RA |          DEC |  Vmag |         Source | idx | source_x | source_y | source_peak |     source_RA |     source_DEC |    source_fwhm | residual_aperture_sum | residual_aperture_sum_err |      instrmag |     instrmag_err |           alt |
| 262.69099501 | -37.29574016 |  2.70 | I/239/hip_main |  14 |  841.924 |  456.972 |     60018.0 | 262.685042646 | -37.2959795135 |  1.13464944539 |         94761.8494918 |              648.78915497 | 10.1838588535 | 0.00742847714473 | 8.63957227952 |
| 263.40219373 | -37.10374835 |  1.62 | I/239/hip_main |   9 |  823.958 |   443.24 |     60061.8 | 263.394840752 |  -37.099451876 |  1.66115602063 |         257582.435614 |             762.310847603 | 11.2695656461 | 0.00321103908999 | 9.01573160123 |
| 264.13686148 | -38.63486521 |  4.26 | I/239/hip_main |  31 |  784.973 |  490.956 |     23035.0 |    264.116312 | -38.6399262578 |  1.12231532662 |         30541.2484194 |              612.90124636 | 8.95449199633 |  0.0217737612808 | 7.74838441097 |
| 264.32969072 | -42.99782155 |  1.86 | I/239/hip_main |  28 |  728.507 |  642.248 |     40190.6 | 264.315812094 | -42.9841505877 |  1.24471188501 |         148354.991678 |             755.439792197 | 10.6705304414 | 0.00552493829338 | 3.68330048086 |
| 265.62199908 | -39.02992092 |  2.39 | I/239/hip_main |  20 |  738.848 |  491.727 |     59597.7 | 265.601159621 | -39.0331746253 |  1.24726101736 |         141269.923112 |             701.586199966 | 10.6173993045 | 0.00538841538378 | 7.73963417765 |
| 266.89617137 | -40.12698197 |  2.99 | I/239/hip_main |  24 |  691.684 |  520.012 |     59300.2 | 266.871231535 | -40.1306312441 |  1.06899135654 |         101962.994579 |             686.493836709 | 10.2633814873 | 0.00730506019275 | 6.98358002106 |
| 267.29363880 | -31.70318435 |  4.79 | I/239/hip_main |  18 |  768.748 |  213.633 |     13949.5 | 267.304519366 |   -31.68190915 | 0.712815014178 |         42237.5423455 |             549.130164632 | 9.30652163299 |    0.01410608183 | 15.1701805546 |
| 267.46438020 | -37.04337105 |  3.19 | I/239/hip_main |   4 |  707.949 |   405.08 |     60061.2 | 267.450291864 | -37.0296377419 |  1.16965430163 |          105836.43263 |             655.540680151 | 10.3038630148 | 0.00672038560154 | 10.0841188968 |
| 271.25509380 | -29.58007620 |  4.66 | I/239/hip_main |  22 |  664.307 |  103.163 |     15749.1 | 271.266241277 | -29.5587657144 |  1.05856197229 |         45122.6435378 |             545.038434825 | 9.37826137034 |   0.013105763657 | 18.1315028979 |
| 271.45218586 | -30.42365007 |  2.98 | I/239/hip_main |   1 |  650.519 |  133.031 |     61229.3 | 271.458921952 | -30.4002783729 |  1.39567489744 |          206595.60944 |             678.502304575 | 11.0300777517 | 0.00356336227309 | 17.3557437216 |
| 274.40720490 | -36.76128103 |  3.10 | I/239/hip_main |   3 |  508.239 |  345.737 |     60248.9 | 274.407381631 | -36.7501199085 |  1.26779235597 |         169679.399081 |             694.197430476 | 10.8163478262 | 0.00443898443858 | 11.6974467677 |
| 275.24842337 | -29.82803914 |  2.72 | I/239/hip_main |  16 |  533.876 |  84.5171 |     53729.7 | 275.244046756 | -29.8097733016 |  1.72104273612 |         265564.800745 |             711.750861868 |   11.30270131 | 0.00290795196863 | 18.6419564253 |
| 276.04310967 | -34.38431460 |  1.79 | I/239/hip_main |   7 |  476.488 |  248.741 |     60803.2 | 276.041964472 | -34.3597253623 |  1.79207056655 |         341548.861946 |              788.65771282 |  11.575907139 | 0.00250533295158 | 14.2943444984 |
