|           RA |          DEC |  Vmag |         Source | idx | source_x | source_y | source_peak |     source_RA |     source_DEC |   source_fwhm | residual_aperture_sum | residual_aperture_sum_err |      instrmag |     instrmag_err |           alt |
| 234.25607748 | -28.13507099 |  3.60 | I/239/hip_main |   9 |  899.971 |  609.172 |     30624.2 | 234.262603297 | -28.1321166359 | 1.25733045035 |         45305.3098645 |             784.214535312 | 9.38264779526 |  0.0187808619643 | 4.60220742357 |
| 237.74480683 | -25.75123489 |  4.63 | I/239/hip_main |  28 |  859.956 |   468.28 |     17956.6 | 237.737713659 | -25.7454436149 |  1.3088676018 |         33713.1252572 |             733.365013993 | 9.06177256786 |   0.023602114432 |  8.3881112065 |
| 238.40303498 | -25.32708018 |  4.59 | I/239/hip_main |  17 |  851.058 |  442.393 |     18297.3 |   238.3991144 | -25.3200495545 | 1.32029625922 |         36913.5845588 |             728.566663243 | 9.16024058296 |  0.0214147403745 |  9.0865997354 |
| 239.22119438 | -29.21401221 |  3.87 | I/239/hip_main |  21 |  743.176 |  544.663 |     17930.3 | 239.196369167 | -29.2172114255 | 1.36627839749 |         48386.8651158 |             768.252156958 | 9.45409374748 |  0.0172268566749 | 6.36648882556 |
| 239.71300283 | -26.11404280 |  2.89 | I/239/hip_main |   2 |  797.493 |  441.006 |     60468.6 | 239.698051877 | -26.1041375905 | 1.12824642809 |         133710.339092 |             791.554766732 |  10.557687508 | 0.00642311527842 |  9.1480960733 |
| 240.08338225 | -22.62162024 |  2.29 | I/239/hip_main |   7 |   862.95 |  326.194 |     60970.5 | 240.094651234 | -22.6128962656 | 1.83744461701 |         276769.161536 |             849.069941087 | 11.3475692777 | 0.00332855322813 | 12.1851749487 |
| 241.70180197 | -20.66913479 |  3.93 | I/239/hip_main |  19 |  857.983 |  233.053 |     48950.7 |  241.72815417 | -20.6591204783 |  1.1838100485 |         64893.1166424 |             706.400452851 | 9.77277161417 |  0.0118108750357 |  14.658160842 |
| 243.07588221 | -27.92631564 |  4.58 | I/239/hip_main |   5 |  665.967 |  433.955 |     24593.0 | 243.058662599 | -27.9150110779 | 1.15803141094 |         33635.9925399 |             724.719636387 | 9.05928565124 |  0.0233773629408 | 9.37522779058 |
| 244.57467023 | -28.61377598 |  4.80 | I/239/hip_main |  12 |  610.282 |  428.283 |     15389.4 | 244.570167645 | -28.6008639714 | 1.34497403739 |         34707.8200385 |             723.914704982 |  9.0933433749 |  0.0226302733515 | 9.53426288183 |
| 246.39619609 | -23.40514716 |  7.27 | I/239/hip_main |  29 |   662.55 |  232.157 |     17291.3 | 246.409627944 | -23.4024117337 | 1.38024056047 |         64384.2056328 |             692.920871605 | 9.76422338695 |  0.0116770741877 | 14.8047559357 |
| 248.97066423 | -28.21596156 |  2.82 | I/239/hip_main |  14 |  494.957 |  340.118 |     60839.9 | 248.984080736 | -28.1932854373 | 1.54855445668 |         165672.226574 |             789.053535104 | 10.7903993051 | 0.00516757155554 | 11.9123339855 |
| 252.54268738 | -34.29260982 |  2.29 | I/239/hip_main |   3 |  283.012 |  480.959 |     60238.9 | 252.550728947 | -34.3138146283 | 1.85431455997 |          221038.54511 |             856.683908032 | 11.1034450659 | 0.00420515815353 | 8.01273251422 |
| 252.96766195 | -38.04732717 |  3.00 | I/239/hip_main |  10 |  204.297 |  597.546 |     21201.5 |   252.9777057 | -38.0666382018 |  1.8561355771 |         104080.917566 |             823.647320064 | 10.2857028132 | 0.00858617855385 | 4.82828367811 |
| 253.08397295 | -38.01747781 |  3.56 | I/239/hip_main |  16 |  201.981 |  595.298 |     19126.1 | 253.082184382 | -38.0418693952 | 4.28116985911 |         132641.696943 |              839.02960967 | 10.5489752059 | 0.00686320476497 | 4.88751722178 |
