|           RA |          DEC |  Vmag |         Source | idx | source_x | source_y | source_peak |     source_RA |    source_DEC |    source_fwhm | residual_aperture_sum | residual_aperture_sum_err |      instrmag |     instrmag_err |           alt |
|   0.54018776 |  27.08448905 |  5.80 | I/239/hip_main |  40 |  772.098 |   495.47 |     8554.09 | 0.53979218112 | 27.0641894128 |  1.05647879005 |         23636.1650307 |             348.912251795 | 8.67621756656 |  0.0160165489074 | 32.6930598979 |
|   1.23302998 |  26.64879958 |  6.25 | I/239/hip_main |  48 |  775.895 |  523.294 |     8462.24 | 1.22501034964 | 26.6268903027 |  0.96983657789 |         14858.2356326 |             336.842180047 | 8.17219313607 |  0.0245973865531 | 31.9424449124 |
|   1.25472644 |  27.67479979 |  6.47 | I/239/hip_main |  58 |  741.124 |  505.999 |     8331.87 | 1.25223761873 | 27.6603826603 | 0.998127693381 |         11418.5750605 |              331.35969348 | 7.88630481025 |  0.0314860011446 | 32.4774859851 |
|   1.64810682 |  28.55343687 |  6.68 | I/239/hip_main |  61 |  705.991 |  501.967 |      8099.5 | 1.64303553693 | 28.5379814502 |  1.00003027889 |         10326.2550612 |             329.222674486 |  7.7771321526 |  0.0345920761884 | 32.6507703399 |
|   1.65221045 |  29.02193518 |  6.07 | I/239/hip_main |  32 |  690.298 |  493.925 |     9937.11 | 1.65125923361 | 29.0098899443 |  1.00815118184 |         18015.2520664 |             341.894363088 | 8.38137589021 |  0.0205911847685 | 32.8926264579 |
|   2.09653333 |  29.09082805 |  2.07 | I/239/hip_main |   1 |  681.295 |  505.347 |     63166.7 | 2.09058291043 | 29.0762949164 |  1.18850636159 |         223457.427092 |             567.727791482 | 11.1152620174 | 0.00275660854855 | 32.6003055755 |
|   3.50952703 |  33.20608481 |  6.22 | I/239/hip_main |  66 |   524.18 |  471.003 |      9014.1 | 3.50972970305 | 33.2233053571 |  1.10777957571 |          15761.063557 |             337.805962635 | 8.23623883338 |  0.0232547421774 | 33.6679492044 |
|   3.77886512 |  31.53573771 |  6.34 | I/239/hip_main |  75 |  574.819 |  508.901 |     7360.03 |  3.7805589443 |  31.534500568 |  1.10521625813 |         13826.2711136 |             334.609182697 | 8.09403770385 |  0.0262580532555 | 32.6222860616 |
|   3.79397762 |  27.28347715 |  6.35 | I/239/hip_main |  72 |  713.723 |  587.133 |     7678.86 | 3.79909669931 | 27.2580258673 |  1.01449568827 |         13927.9067666 |             335.436822063 |  8.1019896599 |  0.0261309152938 | 30.3563582357 |
|   4.65924059 |  31.51723388 |  5.88 | I/239/hip_main |  73 |  561.471 |  533.693 |     7568.22 | 4.66990404363 | 31.5178823673 |  1.08412146416 |         20734.9940192 |             345.193308648 |  8.5340348186 |  0.0180629297282 | 31.9624091807 |
|   5.10163324 |  30.93561514 |  5.89 | I/239/hip_main |  57 |  573.059 |  556.822 |     10991.8 | 5.12088816946 | 30.9370117531 |  1.27263924108 |         24613.4897322 |             351.191196124 | 8.72020801476 |  0.0154810411665 |  31.332278344 |
|   5.18974442 |  32.91122853 |  5.79 | I/239/hip_main |  38 |  507.879 |  522.152 |     14057.4 | 5.19894452327 | 32.9242108481 |  1.05001884877 |         21976.0093939 |             348.769650807 | 8.59714711266 |  0.0172194625668 | 32.2921637086 |
